name,extracted_cpu
"Loq I7 13700HX 48GB 4tb SSD 8GB/RTX5050/100W 15.6"" Fhd IPS 144Hz W11HOME 15IRX1050H20 + Zettaçanta",i7 13700hx
Victus 15 i5 12500H 48GB 1TB SSD RTX4060/8GB 144Hz 15.6'' FHD FDOS Gaming Laptop & PER4 ÇANTA,i5 12500h
"Predator Helios Neo 16 AI Ultra 9 275HX 24GB 4TB+4TB SSD RTX5070Ti/12GB 170W 16"" QHD+ W11P",ultra 9 275hx
Latitude 5550 U5-125U 16GB 512GB Arc Graphics Win11 Pro +S.Çantası N007L555015EMEA-VP-UBUHMF36,u5 125u
"KATANA 17 HX i7-14650HX 64GB 2 TBSSD RTX5060 17.3"" Freedos + S.Çantası B14WFK-257XTRHMF8",i7 14650hx
Omen Slim Gaming 16-AN0015NT CD7J9EA Intel Core Ultra 9 285H 16GB Ram 2tb SSD RTX5070 Freedos K11,ultra 9 285h
"NevoPro 14"" 300NIT Intel Core Ultra 7-255H 24GB DDR5 480GB SSD Freedos Laptop NP40.255H-CV00X-G-F",ultra 7 255h
Inspiron 15 3530 i5 1334U 12GB 4TB SSD 15.6'' FHD 120Hz FDOS Dizüstü Laptop & PER4 ÇANTA,i5 1334u
"Nitro V 15 ANV15-52 I7 13620H 8gb 1tbSSD RTX5060 8gb 75W W11PRO 15.6"" NHQZ8EY002P03+Zetta Çanta",i7 13620h
"Loq 15AHP10 Ryzen 7 250 Aı 48GB 256GB SSD 8GB/RTX5060 15.6"" IPS FDOS BILG.83JG008UTRF11+ZETTAÇANTA",ryzen 7
"Nitro V16Ryzen 7 350 16GB 2tbSSD 8GB/RTX5070/85W 16"" 180Hz W11PRO NHQXNEY003P03+Zettaçanta",ryzen 7
Nitro V15 R7-7735HS 48GB 2TB SSD RTX4060/8GB 15.6'' 165Hz FHD W11H & PER4 ÇANTA,r7 7735hs
"Thinkpad P16S G4 Ultra 7 255H 24GB 512GB SSD 6GB/RTXPRO500 16"" IPS FDOS 21QV000YTXF05 + Zettaçanta",ultra 7 255h
"Pro 16 Plus Ultra 7-265U 32GB 1TB UHD Graphics 16"" Win10Home + S.Çantası PB16250U7265U165UHMF18",ultra 7 265u
"Katana 15 HX i9-14900HX 24GB 4TB SSD RTX5060/8GB 15.6"" 2K QHD 165Hz FDOS Gaming Laptop B14WFK",i9 14900hx
"B1503CVA Intel Core i7-13620H 24GB 512 GB SSD 15.6"" FHD W11HOME S75438-31",intel core i7 13620h
"Elitebook 660 G11 Ultra 5-125U 16 GB 1 TB 16"" Win 11 Home + S.Çantası 9C075EAHMF41",ultra 5 125u
"Thinkbook 16 G6 Irl I7 13700H 64GB 1tb SSD 16"" Wuxga 300NITS IPS WIN11HOME 21KH00V1TRH22 +ZETTACNT",i7 13700h
MW0W3TU/A/MacBook Air/Apple M4 İşlemci (10 Çekirdek CPU-8 Çekirdek GPU)/16GB RAM/256GB SSD/13.,
"Cyborg 15 5 210H 32GB Ddr5 4tb SSD RTX5060 8gb W11PRO 15.6"" Fhd 144HZ B2RWFKG207XTRP15 + Zetta Çanta",r5
"TUF F16 FX608JMR-RV067EP6 i7-14650HX 32GB 512GB SSD RTX5060 16"" 165Hz Win11P + ElektroPasaj Çanta",i7 14650hx
"EliteBook 660 G11 Ultra 7 155U 32-GBDDR5 2 TBSSD 16"" Freedos + S. Çantası 9C004EAHMF4",ultra 7 155u
"Alienware 16X Ultra 9 275HX 64GB 512GBSSD+512GBSSD 8GB/RTX5060 16"" FDOS AC162515060F26+ZETTAÇNT",ultra 9 275hx
"Omen16 Ryzen AI 7-350 16GB 4TB SSD RTX5060/8GB 16"" FHD+ 144Hz W11H Gaming Laptop &Per4 Çanta",ryzen ai 7 350
"ThinkBook 16P G6 Ultra9 275HX 80GB 512GB SSD RTX5060/8GB 115W 16"" 3.2K 165Hz W11H Laptop",ultra9 275hx
"Cyborg 15 i5 13420H 96GB 1TB SSD RTX5060/8GB 15.6"" FHD 144Hz W11P Gaming Laptop B13WFKG",i5 13420h
"Elitebook 8 G1I Intel® Core Ultra 7 255U 80GB 1tb SSD 16"" IPS 300NIT WIN11HOME C9FG8ETH23+ZETTAÇANTA",ultra 7 255u
"Alienware 16 Aurora Core5 210H 8GB 512GB SSD RTX4050/6GB 85W 16"" 2K QHD+ W11H Gaming Laptop",core5 210h
"640 G11 U5-125U 40-GBDDR5 4 TBSSD Intel Graphics 14"" Windows 11 Home +S. Çantası AD4D0ETHMF66",u5 125u
"Katana 17 Hx I7-14650HX 32GB 2tb SSD 8GB/RTX5060 115W 17.3"" Qhd 240Hz IPS Freedos W215XTRF09",i7 14650hx
Extensa 15 EX215-55 i7-1255U 20GB RAM 4TB SSD 15.6'' FHD W11H Dizüstü Bilgisayar & PER4 ÇANTA,i7 1255u
"Predator Helios Neo 16 AI Ultra 9 275HX 64GB 4TB SSD RTX5070Ti/12GB 170W 16"" QHD+ W11H",ultra 9 275hx
"Loq Ryzen 7 250 48GB Ddr5 1tb SSD 8GB/RTX5050/100W 15.6"" IPS FDOS 15AHP1050F18 + Zettaçanta",ryzen 7
Thinkbook 14 2-In-1 G5 Iau Ultra 7 255U 16GB 4tbSSD FDOS Touch 14 Inç NP21SQ002TTXF05+Zetta Çanta,ultra 7 255u
Predator PH18-73 Ultra 9 275HX 64GB 1tb W11PRO 16GB RTX5080 18'' WQXGA NHQVZEY001P14 + Zetta Çanta,ultra 9 275hx
"IdeaPad Slim 3 15IRH8 i5-13420H 8GB 512GB SSD 15.6"" FHD Freedos Notebook 83EM00C7TR0",i5 13420h
Pro 14 Plus Ultra 7 255U 48GB Ddr5 2tb SSD FDOS 14 Inç IPS Fullhd+ PB14250BTO110F24 + Zetta Çanta,ultra 7 255u
Omen AI R9 365 Ddr5 24GB 512GB 16INÇ RTX5070 8GB 240 Hz 3 Ms 500NİTS FDOS C52QZEAF01+ZettaÇNT,r9
"Nitro 16 AN16-42 R7 8845HS 96GB 512GB SSD 8GB/RTX4060 140W 16"" Wuxga 180Hz IPS FDOS NHQSKEY004F27",r7 8845hs
V14 Gen4 Iru I5 13420h 24gb 4tb Ssd Freedos 14 Inç Fullhd 83a00064trf20 Zetta Çanta,i5 13420h
"VivoBook16 Core5 210H 24GB 256GB SSD RTX5060/8GB 16"" FHD+ 144Hz W11H Dizüstü Bilgisayar V3607VM",core5 210h
"Crosshaır A17 Hx Ryzen9 8940HX 32GB 512GB SSD+512GB 8GB/RTX5070 115W 17""2.5k 240Hz FDOS Z012XTRF10",ryzen9 8940hx
"Vostro i7-1355U 64GB 2TB SSD 15.6"" FHD 120Hz W11P Taşınabilir Bilgisayar N1605PVNB3530U 017",i7 1355u
"Cyborg 15 i7-13620H 16 GB 512 GB RTX4050 15.6"" 144Hz Win11 Home + S.Çantası A13VE-1479XTRHMF56",i7 13620h
"TUF Gaming A15 R5 7535HS 96GB 256GB SSD RTX3050/4GB 144Hz 15.6"" FHD W11H HN047 & PER4 ÇANTA",r5 7535hs
"ROG Strix G16 R9-8940HX 32 GB5 1 TBSSD RTX5060 16"" Win11 Pro + S.Çantası G614PM-S5062HMF17",r9 8940hx
"Pro 14 5 120U 64GB Ddr5 2tb SSD 14"" Fhd+ IPS 300NITS Ubuntu PC14250C516520F23 + Zettaçanta",r5
"Omen 16 R9-8940HX 64GB 4TB SSD RTX5070/8GB 16"" QHD+ 240Hz W11P Gaming Laptop & Per4 Çanta",r9 8940hx
"Omen 16 Ryzen AI 7 350 32GB 2TB SSD RTX5070/8GB 16"" FHD+ 144Hz W11H Gaming Laptop & Çanta",ryzen ai 7 350
Victus 15 Intel Core 7 240H 40GB 512GB SSD RTX5060/8GB 15.6'' 144Hz FHD FDOS Gaming Laptop,intel core 7 240h
"ThinkBook 16 21SK007UTX015 Ultra7 255H 64GB 2TBSSD+2TBSSD 16"" WUXGA FreeDOS Dizüstü Bilgisaya",ultra7 255h
"ThinkBook 14 21SG008LTX001 Core7 240H 16GB 1TBSSD 14"" WUXGA FreeDOS Dizüstü Bilgisayar",core7 240h
Vivobook 15 X1504VA i5 1335U 24GB RAM 2TB SSD 15.6'' FHD W11PRO NJ123 & PER4 ÇANTA,i5 1335u
"Predator Helios Neo16 Ultra9 275HX 16GB 1TB SSD RTX5060/8GB 16"" QHD+ W11P Gaming Laptop",ultra9 275hx
"Cyborg 15 Intel Core 5 210H 24GB 1TB SSD RTX5060/8GB 15.6"" FHD W11H Gaming Laptop B2RWFKG",intel core 5 210h
"V16 Core 7 240H 48GB 512GB SSD RTX5070/8GB 16"" FHD+ 144Hz W11P Gaming Laptop V3607VP & ÇANTA",core 7 240h
"Nitro I9-13900H 16GB 4 TBSSD RTX 4060 15.6"" FHD Windows 11 Pro + Sırt Ç. NH.QQEEY.007HMF26",i9 13900h
"Cyborg 15 i5 13420H 48GB 256GB SSD RTX5060/8GB 15.6"" FHD 144Hz W11P Gaming Laptop B13WFKG",i5 13420h
Victus 15 R7 8845HS 96GB DDR5 256GB SSD RTX4050/6GB 15.6'' 144Hz FDOS Gaming Laptop & PER4 ÇANTA,r7 8845hs
"Alienware 16X Ultra 9 275HX 96GB 512GBSSD+512GBSSD 8GB/RTX5060 16"" W11PRO AC162515060P42+ZETTAÇNT",ultra 9 275hx
"TUF Gaming A15 R5 7535HS 32GB 512GB SSD RTX3050/4GB 144Hz 15.6"" FHD W11H HN049 & PER4 ÇANTA",r5 7535hs
"Cyborg 15 Intel Core 7 240H 48GB 4TB SSD RTX5060/8GB 15.6"" FHD FDOS Gaming Laptop B2RWFKG",intel core 7 240h
"Katana 15 i7 14650HX 80GB 256GB SSD RTX5060/8GB 115W 15.6"" QHD 165Hz W11P Gaming Laptop B14WFK",i7 14650hx
"Loq I7-13700HX 96GB Ddr5 512GB SSD 8GB/RTX5060 15.6"" IPS FDOS 83JE00LFTRF27+ZETTAÇANTA",i7 13700hx
"ThinkBook 14 G6 i7-13700H 32-GBDDR5 512 GBSSD 14"" WUXGA Freedos 21KG004NTRHMF18",i7 13700h
"Predator Helios Neo 18 Ultra 9 275HX 24GB 1tbSSD 12GB/RTX5070Tİ 18"" FDOS NHQVMEY002F03+ZETTAÇNT",ultra 9 275hx
Victus 15 Intel Core 7 240H 40GB 512GB SSD RTX5060/8GB 15.6'' 144Hz FHD W11P Gaming Laptop,intel core 7 240h
"Thinkbook 16 G7 Iml Ultra 7 155H 40GB 1tb SSD 16"" Wuxga 300NITS IPS WIN11HOME 21MS008RTRH18",ultra 7 155h
Alienware 16XAC16251 Ultra 9 275HX 24GB 1tbSSD 8GB/RTX5060 16INÇ W11PRO AC162515060P03+ZETTAÇANTA,ultra 9 275hx
"Pro 16 XCTOPRO16-U007 Core5-120U 64GB 2TBSSD 16"" WUXGA FreeDOS Dizüstü Bilgisayar",core5 120u
"Alienware 16 Aurora Core5 210H 128GB 2TB SSD RTX4050/6GB 85W 16"" 2K QHD+ W11P Gaming Laptop",core5 210h
"Excalibur G915 i7-13620H 32GB 1TB 8GB RTX5060 165Hz 16"" W11H Gaming Laptop G915.1362-DF60A-C",i7 13620h
"Thinkbook 16P G6 Adr Ryzen 9 8940HX 40GB 512GB SSD 8GB/RTX5060 16"" W11HOME 21U00013TXH13+Zettaçanta",ryzen 9 8940hx
"Katana 15 i7 14650HX 16GB 256GB SSD RTX5060/8GB 115W 15.6"" QHD 165Hz W11H Gaming Laptop B14WFK",i7 14650hx
"V16 Core 7 240H 24GB 2TB SSD RTX5070/8GB 16"" FHD+ 144Hz W11H Gaming Laptop V3607VP & ÇANTA",core 7 240h
"Omen 16-AM0037NT C39JBEA019 Ultra5 225H 64GB 2TBSSD RTX5060 16"" WUXGA W11P Dizüstü Bilgisayar",ultra5 225h
"Tuf F16 I7-14650HX 24GB 256GB SSD 8GB/RTX5060 115W 165Hz 16""wuxga Fhd+ 300NITS IPS FDOS WRV077F01",i7 14650hx
"Crosshair 17 HX AI Ultra 9 275HX 16GB 512GB SSD RTX5070/8GB 115W 17"" 2K QHD+ 240Hz FDOS Gaming",ultra 9 275hx
Predator PH18-73 Ultra 9 275HX 128GB 8tb W11Home 16GB RTX5080 18'' WQXGA NHQVZEY001H36 + Zetta Çanta,ultra 9 275hx
"Omen 16 R9-8940HX 80GB 256GB SSD RTX5070/8GB 16"" FHD+ 144Hz W11P Gaming Laptop & Per4 Çanta",r9 8940hx
Victus 15 Intel Core 7 240H 80GB 512GB SSD RTX5060/8GB 15.6'' 144Hz FHD W11P Gaming Laptop,intel core 7 240h
ThinkBook 14 G6 i7 13700H 8GB DDR5 2TB SSD 14'' FHD+ W11P Dizüstü Bilgisayar & PER4 ÇANTA,i7 13700h
"Cyborg 15 i5-13420H 64GB 2 TBSSD RTX4050 (6GB-45W) 15.6"" FHD Freedos A13VE-1478XTRHMF10",i5 13420h
"Cyborg 15 A13VF i5-13420H 24GB 4TB SSD RTX4060/8GB 15.6"" FHD 144HZ W11H & PER4 ÇANTA",i5 13420h
"Pro 16 Xcto Ultra 5 120U 16GB 512GB SSD 16"" Fhd+ 300NIT WIN11HOME XCTOPRO16UI5H01+ZETTAÇANTA",ultra 5 120u
"Thinkbook 14 G8 7 240H 64GB Ddr5 4tb SSD 14"" Wuxga IPS 60Hz FDOS 21SG008LTXF24 + Zettaçanta",r5
"Nirvana X750 i5-13420H 24GB DDR5 480GB SSD 15.6"" Freedos Laptop X750.1342-CV00X-G-F",i5 13420h
Pro 16 Plus PB16250 Core 5 120U 64GB 512GB SSD 16 FHD+ Windows 11 Pro U5120U165WP,core 5 120u
"Predator Helios Neo18 Ultra9 275HX 8GB 4TB+4TB SSD RTX5070Ti/12GB 18"" QHD+ FDOS Gaming Laptop",ultra9 275hx
"Crosshair 17 HX AI Ultra 9 275HX 64GB 2TB SSD RTX5070/8GB 115W 17"" 2K QHD+ 240Hz FDOS Gaming",ultra 9 275hx
"Predator Helios Neo18 Ultra9 275HX 8GB 2TB SSD RTX5070Ti/12GB 18"" QHD+ FDOS Gaming Laptop",ultra9 275hx
"Alienware 16 Core 7 240H 16GB 6tb SSD WIN11HOME 8gb RTX5060 16"" 2K Wqxga Wva AC16250C716156WH06",core 7 240h
"Omen 16 R9-8940HX 48GB 4TB+4TB SSD RTX5070/8GB 16"" FHD+ 144Hz FDOS Gaming Laptop & Per4 Çanta",r9 8940hx
Thinkpad E14 G7 Ultra 5 225U 16GB Ddr5 4tb SSD W11HOME 14 Inç Wuxga IPS 21SX007DTXH05 + Zetta Çanta,ultra 5 225u
"Latitude 3550 i5 1335U 16GB Ddr5 256GB SSD 15.6"" Fhd IPS Freedos WN032L355015EMEA01+ZETTAÇANTA",i5 1335u
"Cyborg 15 Intel Core 5 210H 80GB 2TB SSD RTX5060/8GB 15.6"" FHD W11P Gaming Laptop B2RWFKG",intel core 5 210h
"ExpertBook P1 Intel Core 7 240H 48GB 4TB SSD 15.6"" FHD W11P Dizüstü Bilgisayar & PER4 Çanta",intel core 7 240h
"Excalibur G870 i7-13620H 32GB 2TB 6GB RTX4050 165Hz 15.6"" Freedos Gaming Laptop G870.1362-DXA0X-C",i7 13620h
"Omen 16 Ryzen AI 7 350 48GB 1TB SSD RTX5070/8GB 16"" FHD+ 144Hz W11H Gaming Laptop & Çanta",ryzen ai 7 350
Nitro V15 ANV15 13.nesil Core I7 13620H 32GB 4tbSSD 8GB/RTX5060 FDOS NHQZAEY001H15+ZETTAÇANTA,core i7 13620h
"Excalibur G880 i7-13620H 16GB 480GB RTX5070 8GB 165Hz 15.6"" W11H Gaming Laptop G880.1362-BV70A-C",i7 13620h
"Latitude 3550 Intel Core I5 1335U 64GB Ddr5 2tb SSD 15.6"" Fhd IPS Freedos WN012L54501419+ZETTAÇANTA",intel core i5 1335u
Latitude 3540 Intel Core I5 1235U 32GB 2tb SSD 15.6 IPS Fhd Ubuntu DN049L354015U10 + Zetta Çanta,intel core i5 1235u
"Omen 16 Core 7 240H 40GB 512GB SSD RTX5060/8GB 16"" FHD+ 165Hz FDOS Gaming Laptop & Per4 Çanta",core 7 240h
"ThinkBook 16 G6 R7-7730U 48 GB 2 TBSSD 16"" WUXGA Windows 11 Home 21KK000WTRHMF60",r7 7730u
"Vostro 3520 Intel I5-1235u 32gb 256gb Ssd 15.6"" Fhd Ubuntu N1235vn3520emeau09 + Zetta Çanta",intel i5 1235u
"Victus 16-S1023NT Ryzen 7-8845HS 9Z795EA FR7 16 GB 1 TB SSD RTX4050 6GB 16.1"" FHD W11P Gaming",ryzen 7 8845hs
"Precision 3591 Ultra 7 155H 32GB 256GB SSD RTX A500/4GB 15.6"" FHD FDOS Workstation & Per4 Çanta",ultra 7 155h
"Loq 15IRX10 I7 13700HX 96GB Ddr5 1tb SSD RTX5050 8gb W11PRO 15.6"" IPS W83JE00KKTRP44 + Zetta Çanta",i7 13700hx
"Loq 15IRX9 I7 13650HX 16GB 4tb SSD RTX4050 300NITS 15.6"" 144Hz Fhd WIN11HOME 83DV0117TRH04+ZETTACNT",i7 13650hx
"Vostro 3530 i7-1355U 24GB 512GB SSD 15.6"" 120 Hz FHD Ubuntu N1601PVNB3530U ATL27 Notebook +Çant",i7 1355u
"Omen Slim 16 Ultra 9 285H 80GB 256GB SSD RTX5060/8GB 16"" FHD+ 165Hz W11P Gaming Laptop & Çanta",ultra 9 285h
Katana 17 HX i9-14900HX 32GB 512GB SSD RTX5070/8GB 17.3'' 2K QHD 240Hz W11H Gaming Laptop B14WGK,i9 14900hx
"V15 G4 IRU Intel Core i7-1355U 16GB 1TB SSD W11Pro 15,6"" FHD 83A1003NTX23",intel core i7 1355u
"Probook 4 G1i Ultra 7-255U 40GB 2 TBSSD Intel Graphics 14"" Win 10 Home + S.Çantası C9FH1ETHMF108",ultra 7 255u
MC7C4TU/A/MacBook Air/Apple M4 İşlemci(10 Çekirdek CPU-10 Çekirdek GPU)/16GB RAM/512GB SSD/15.,
Loq 17IRX10 I5 13450HX 64GB 1tb SSD RTX5050 8gb W11PRO 17.3 Inç Fhd 165HZ W83JH0069TRP32+Zetta Çanta,i5 13450hx
"TUF F16 i7-14650HX 48GB 1 TBSSD RTX5050 (8GB) 16"" Win11 Pro + Sırt Çantası FX608JHR-RV048HMF16",i7 14650hx
"Thinkbook 14 G7 Ultra 7-155H 24GB 1 TBSSD 14"" WUXGA Win10 Pro + Sırt Ç. 21MR0050TRHMF76",ultra 7 155h
"Vostro 3530 I5-1334U 32GB 2tb SSD Fhd 15.6"" 120HZ W11HOME WN1611PVNB352034+ZETTAÇANTA",i5 1334u
"Aspire Go 15 I7-13620H 96GB 1tb SSD W11PRO 15,6"" Fhd NXJ6SEY001P38+Zetta Çanta",i7 13620h
V14 Gen4 Iru Core I7 13620H 16GB 4tb SSD Freedos 14 Inç Fullhd 83A000GDTRF15+ZETTAÇANTA,core i7 13620h
"Loq I7 13700HX 16GB 4tb SSD 8GB/RTX5050/100W 15.6"" Fhd IPS 144Hz W11HOME 15IRX1050H04 + Zettaçanta",i7 13700hx
"Predator Helios Neo 16 AI Ultra 9 275HX 96GB 256GB SSD RTX5070Ti/12GB 170W 16"" QHD+ FDOS",ultra 9 275hx
"Ideapad 1 15ALC7 82R400QCTX Ryzen 5-5500U 16 GB 512 GB 15.6"" Windows 11 Pro",ryzen 5 5500u
"Katana 15 Hx I9 14900HX 40GB 4tb W11PRO RTX5060 8gb 115W 15.6"" 2k QHD B14WFK450XTRP26 + Zetta Çanta",i9 14900hx
"Omen16 Ryzen AI 7-350 32GB 4TB SSD RTX5060/8GB 16"" FHD+ 144Hz FDOS Gaming Laptop &Per4 Çanta",ryzen ai 7 350
"Expertbook Ultra 7 150U 40GB 1tb SSD Intel Iris x 14"" 4g Sim W11PRO Dokunmatik B3402FVAH14+ZettaÇNT",ultra 7 150u
"Pro 15 Essential PV15250 i7-1355U 16GB 512GB 15.6"" FHD FreeDOS Dizüstü Bilgisayar",i7 1355u
Yeni Matepad 11.5 inç 6/128 GB Tablet Uzay Grisi,
"ThinkBook 14 G8 Ultra 7 255H 16GB 1TB SSD 14"" FHD+ FDOS Dizüstü Bilgisayar & PER4 Çanta",ultra 7 255h
"TUF Gaming F16 Core5 210H 24GB 2TB SSD RTX3050/6GB 16"" WUXGA 144Hz W11P Laptop FX607VJ",core5 210h
"Tuf A15 Ryzen 7-7435HS 32GB 2 TBSSD RTX4050 144 Hz Win 11 Home 15.6"" FHD FA507NUR-LP035HMF48",ryzen 7 7435hs
Victus 16 R5 7640HS 40GB RAM 512GB SSD RTX4060/8GB 144Hz 16.1'' FHD FDOS Gaming Laptop & PER4,r5 7640hs
"Predator Helios Neo 16 AI Ultra 9 275HX 32GB 1TB SSD RTX5070Ti/12GB 170W 16"" QHD+ W11H",ultra 9 275hx
Katana 17 HX i9-14900HX 24GB 512GB SSD RTX5060/8GB 17.3'' 2K QHD 240Hz W11P Gaming Laptop B14WFK,i9 14900hx
"Victus 5 210H Aı 16GB 4tbSSD RTX5060/8GB 15.6""fhd (1920 x 1080) FDOS C21SGEAF05+ZETTAÇANTA",
TUF F16 FX607VJ-RL033EP10 Core 5-210H 64GB 1TB SSD RTX3050 16'' FullHD+ 144Hz + ElektroPasaj ÇNT,core 5 210h
"Probook 440 G10 I7 1355U 32GB 1tb SSD Iris® Xe W11Home 14"" IPS 968L9ETH18 + Zetta Çanta",i7 1355u
"Cyborg 15 i7-13620H 16 GB 1 TB RTX4050 15.6"" 144Hz Win10 Home + S.Çantası A13VE-1479XTRHMF81",i7 13620h
"Expertbook P1 P1403CVA-I58512G0D I5-13420H 40GB Ddr5 4tb SSD W11PRO 14"" Fhd WXI58512G0DW25",i5 13420h
Katana 17 HX i7-14650HX 40GB 4TB SSD RTX5070/8GB 17.3'' 2K QHD 240Hz FDOS Gaming Laptop B14WGK,i7 14650hx
"Thinkbook 16P G6 Iax Ultra 9 275HX 32GB 2tb SSD FDOS RTX5060 8gb 16"" 3.2k 21R0001JTXF18+Zetta Çanta",ultra 9 275hx
"Cyborg 15 i7 13620H 80GB 512GB SSD RTX5060/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop B13WFKG",i7 13620h
"Thinkbook 16 G8 7 240H 32GB Ddr5 4tb SSD 16"" Wuxga IPS 60Hz W11PRO 21SH009GTXP12 + Zettaçanta",r5
"Pro 16 BTO107_PC16250A009 Ultra7 255U 64GB 1TBSSD 16"" FHD+ FreeDOS Dizüstü Bilgisayar",ultra7 255u
"Cyborg 15 A13VE7 i7-13620H 64GB 4TB SSD RTX4050/6GB 15.6"" FHD 144HZ W11H & PER4 ÇANTA",i7 13620h
ThinkPad E14 Ultra7 155H 64GB DDR5 4TB SSD 14'' FHD+ FDOS Dizüstü Bilgisayar & PER4 ÇANTA,ultra7 155h
"Tuf A15 R7-7445HS 48GB 2TB SSD RTX3050/4GB 144Hz FHD 15.6"" W11H Gaming Laptop & PER4 ÇANTA",r7 7445hs
"CYBORG 17 i7-13620H 48 GB 1 TBSSD RTX5070 17.3"" Freedos + S. Çantası B13WGKG-251XTRHMF4",i7 13620h
"Nitro 16 AN16-42 R7 8845HS 48GB 512GB SSD 8GB/RTX4060 140W 16"" Wuxga 180Hz IPS FDOS NHQSKEY004F12",r7 8845hs
"TUF F16 FX608JMR-RV067EP3 i7-14650HX 64GB 1TB SSD RTX5060 16"" 165Hz Win11P + ElektroPasaj Çanta",i7 14650hx
"Victus 15 Ryzen AI 5-340 24GB 512GB SSD RTX5050/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop & Çanta",ryzen ai 5 340
Vostro 3530 i7 1355U 40GB RAM 4TB SSD 15.6'' FHD FDOS Taşınabilir Bilgisayar & PER4 ÇANTA,i7 1355u
"Loq Essential 13450HX 16GB 1tb+1tb SSD 8GB/RTX5060/65W 15.6"" IPS W11PRO 83SC000TTRP03 + Zettaçanta",
"Thinkbook 16 G7 Ryzen 5 7535HS 40GB Ddr5 4tb SSD 16"" Wuxga IPS W11PRO 21MW000PTRH16 + Zettaçanta",ryzen 5 7535hs
Katna17 Hx I7 14650HX 16GB 4tb SSD W11PRO RTX5060 8gb 17 Inç 2k QHD B14WFK216XTRP05+Zetta Çanta,i7 14650hx
"Expertbook P3 P3405CVA I7-13620H 64GB 256GB SSD WIN11HOME 14"" 300NITS Wuxga UHD WP3405CVAH021",i7 13620h
Omen 16-AP0012NT Ryzen 9 365 16GB 512GB SSD RTX5070 8gb 16Inç W11PRO C12CGEAP01+Zetta Çanta,ryzen 9
"Predator Helıos 16 Ultra 9 275HX 64GB 2tb 12GB/RTX5070Tİ/170W 16"" WIN11HOME NHQX2EY002H19+ZettaÇNT",ultra 9 275hx
Pro 14 PC14250 7 250U 32GB Ddr5 2tb SSD 14 Fhd+ IPS 300 Nits WIN11PRO PC14250C7325P09+ZETTAÇANTA,r5
"Predator Helios Neo18 Ultra9 275HX 8GB 512GB SSD RTX5070Ti/12GB 18"" QHD+ W11H Gaming Laptop",ultra9 275hx
"Loq 15IAX9 I5 12600HX 64GB Ddr5 4tb SSD 6GB/RTX3050 W11HOME 15.6"" 144Hz Fhd IPS 300NIT 883GS00PDTR36",i5 12600hx
"Nitro 5 I7-12650H 40GB 1tb SSD 8GB/RTX4060 140W IPS 17.3"" 144Hz Full Hd WIN11PRO NHQLFEY004P13",i7 12650h
Aspire Go AG15-41 Ryzen 7 7735HS 24GB 1tb SSD FDOS 15.6'' Fullhd NXJ7FEY002F06 + Zetta Çanta,ryzen 7 7735hs
Pro 16 Plus Ultra 7 255U 40GB Ddr5 256GB SSD W11PRO 16 Inç IPS Fullhd+PB16250BTO105P16+Zetta Çanta,ultra 7 255u
"OMEN SLIM Gaming Intel® Core™ Ultra 5-225H 16GB 1TB SSD RTX5050 115W DOS 16"" IPS 2K Laptop BQ2D2EA",ultra 5 225h
"Victus 15 Core5 210H 24GB 512GB SSD RTX5060/8GB 15.6"" FHD 144Hz FDOS Gaming Laptop & PER4 ÇANTA",core5 210h
Vivobook 15 Intel Core 5 120U 8GB 512GB SSD Windows 11 Home 15.6'' FHD X1504VA-NJ3663W,intel core 5 120u
"Thinkbook 16 G7 Iml Ultra 5 125U 16GB 256GB SSD 16"" Wuxga 300NITS IPS Freedos 21MS005KTRF01",ultra 5 125u
"Cyborg 15 Intel Core 5 210H 16GB 512GB SSD RTX5060/8GB 15.6"" FHD W11H Gaming Laptop B2RWFKG",intel core 5 210h
"CROSSHAIR 16HX AI Ultra 9-275HX 48GB 1 TBSSD RTX5070 16"" Win11 Pro + Çanta D2XWGKG-047XTRHMF15",ultra 9 275hx
"Predator Helios Neo16 Ultra9 275HX 32GB 2TB SSD RTX5060/8GB 16"" QHD+ W11P Gaming Laptop",ultra9 275hx
Pro 14 Ultra 5 235U 64GB Ddr5 1tb SSD FDOS 14 Inç IPS Fullhd+ PC14250BTO113F28 + Zetta Çanta,ultra 5 235u
"Pro 15 3 100U 48GB 2tb SSD Graphics 15.6"" Fhd 120hz W11HOME r PV15250RPLU004PH19 + Zettaçanta",
"Rog Strix G16 R9 8940HX 8GB 1TB SSD RTX5050/8GB 165Hz 16"" WUXGA FDOS Gaming Laptop G614PH",r9 8940hx
Latitude 3550 i7-1355U 16GB 2TB SSD 15.6 FHD FreeDOS N010L355015-U-2,i7 1355u
"E16 G3 U7-255H 16GB 2 TBSSD Intel Arc Graphics 16"" Freedos +S. Çantası 21SR006RTXHMF6",u7 255h
"Omen 17 Ryzen AI 7 350 48GB 512GB SSD RTX5060/8GB 17.3"" FHD 144Hz W11H Gaming Laptop & Çanta",ryzen ai 7 350
"Expertbook B3 Flip B3402FVA I5-1335U 40GB 2tb SSD 14"" Fhd Dokunmatik WIN11HOME B3402I58512S0D29",i5 1335u
"Pro 16 Plus Ultra 7 265U 24GB 4tb SSD 16"" Fhd+ 300NIT WIN11PRO U7265U165UH08+ZETTAÇANTA",ultra 7 265u
